address,year,day,length,weight,count,looped,neighbors,income,label
1MzDZy9dFkp5Lzkbir7nXK1GcpZbx9pPUj,2013,72,4,0.125,1,0,2,1000000000,montrealCryptoLocker
17Koj2BoZcdT617qdikBjFnd6XLAL66HK7,2014,32,36,0.000632957,2,0,1,48840000,montrealCryptoLocker
1Pg6t3ChcXVvRhHN4XKTHJFSaVFoKmuHH7,2013,266,10,0.03125,1,0,2,377000000,montrealCryptoLocker
16cer89eVsr9XWqGHdu8fC7hV6gyovrjSh,2013,284,0,1,1,0,2,181232770,montrealCryptoLocker
1Ps7VKoKheZggkT49aREmxmaDzCDSS2jJJ,2013,326,0,1,1,0,1,50000000,montrealCryptoLocker
14DfHvT7UcgXcUCzsTsupDgp11ou5DW9hs,2013,308,144,0.310095434,1402,0,2,39950000,montrealCryptoLocker
12YCuxJhEmWsgsyRKxRQu34AWoZw9Z7Gbg,2013,257,4,1.5,2,0,2,2377120000,montrealCryptoLocker
1rKW7B5XcAHVZg2ak33PM4fsmNbvvVsnG,2013,103,144,1.539090713,3903,0,2,10000000000,montrealCryptoLocker
1H4scXfteoH3zXfpeG292w89sqAtNRGcKV,2013,316,2,0.25,1,0,2,752473400,montrealCryptoLocker
1NEDowT7w4kMFhwv2EARsvj98UPTM88n8E,2013,331,4,1,5,0,2,109480000,montrealCryptoLocker
1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc,2013,301,144,6.344904538,1860,14,16,10878798730,montrealCryptoLocker
1KELkBbKgWS7ovVF2GWP1PS7xdP83c6QGe,2013,295,144,0.32625778,1290,0,2,85124000,montrealCryptoLocker
19RDFGyMFsVyc9JfjhdxRoLjhKca2RGSya,2013,297,40,1.350546569,7,0,2,123000000,montrealCryptoLocker
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2013,170,6,1.166666667,3,0,4,274400000,montrealCryptoLocker
1CEi2zfpxbWm14kF1TJb1u6pbHmW3JUvZt,2013,337,0,1,1,0,2,49800000,montrealCryptoLocker
1Mr8tuMzAemwMCbwPWEBu3rGynBSBNeAMw,2013,123,8,2,2,0,1,357954387,montrealCryptoLocker
1E5nzXPv3fuaasNHUCMmVknbbXsHEwNu3Q,2013,357,8,0.007575758,1,0,2,103000000,montrealCryptoLocker
1M1uQCAPcFmZ4ZY2uAnjNxyJP7T9uy2iK8,2013,183,0,0.5,1,0,2,153930840,montrealCryptoLocker
1CVWpTNwNYGdKgZRohiiVFrnFNbw8anG9,2014,11,2,0.333333333,1,0,1,999800000,montrealCryptoLocker
1YKrVcMxzB4VtSFLuCdHLsMW6DyxT9ovC,2014,27,0,1,1,0,1,1924500000,montrealCryptoLocker
135N2nfAkextd6E25quXpM98qLSi2BccCb,2013,226,144,2.897500658,2535,2533,2,1.06487E+11,montrealCryptoLocker
186tsmzF5wyuUY4ELZ1vXieZVm1jpxmTxB,2013,309,4,0.5,1,0,2,80000000,montrealCryptoLocker
1BCRuRA9mgVuhSkLBgvVrgSP6MZ3ri9Xrt,2012,282,30,0.000244141,1,0,2,49000000,montrealCryptoLocker
1PxUHPuVfX8nPCskqdJqCXqsUe7Bknn1jM,2014,40,0,1,1,0,1,117000000,montrealCryptoLocker
1Bh3H1GYCrT7rYDqekkEk8BB4ofmJnaZ4h,2013,351,0,1,1,0,1,500000000,montrealCryptoLocker
126sk8mK4pKPGStciNssscEoEU8eeiqoUV,2013,320,8,1.526041667,4,1,5,1870000000,montrealCryptoLocker
16Jak3w3wdGaNTY7BP7PU6mGLRXfEqRyHG,2013,317,144,3.587400704,965,7,9,3173050000,montrealCryptoLocker
15uZaiwtBmh3Ng4xyRiVQbiu3xB97FBjA3,2013,275,0,0.5,1,0,2,50000000,montrealCryptoLocker
13nYxgLygsUrmY5j7X6Z33KvesibScexx8,2013,295,2,0.5,1,0,2,49877287,montrealCryptoLocker
1CVWpTNwNYGdKgZRohiiVFrnFNbw8anG9,2013,269,20,2.078710938,9,5,12,2498800000,montrealCryptoLocker
1GTFnsm5atXAKjNY2TttqF5WATZoxXC3je,2013,95,0,0.5,1,0,2,10000000000,montrealCryptoLocker
1GSkkYQiRf2QvS59cphT5nFQxyx8jhDZLR,2013,269,0,1,1,0,2,129488558,montrealCryptoLocker
1ErgC6svPgdhDAhkuR9nr2Ri6oAk57TnYh,2013,221,0,1,1,0,2,136363636,montrealCryptoLocker
1Km4QwBnppCULZeUSmaJMV3qVi7sQmCtKf,2013,325,136,0.679331771,50,1,2,92900000,montrealCryptoLocker
169QogJY5nsW83GoMBwBmMbPNo6sjjYnrK,2013,258,4,0.1,1,0,2,32494784,montrealCryptoLocker
19YD3ZMwFq9Rb6Kk767iNLAbVGDFCUikNX,2014,5,0,1,1,0,1,40000000,montrealCryptoLocker
1NGtvWJUuFEq2wma5YEi9n3TD7EDUj1LjU,2012,283,24,0.000488281,1,0,2,165000000,montrealCryptoLocker
1FJ5ka9LhzYXtnWxR2Eg5Vz3J68dqRVfnf,2013,290,144,0.744757672,604,0,1,200000000,montrealCryptoLocker
1PTizVYLYCJKZmoSVDjua3KdSR62Jfztih,2014,16,6,0.5,3,0,1,35866000,montrealCryptoLocker
1KoWdWgof23bRvcVqeEBYadUaTAadQaqfo,2013,308,0,0.125,1,0,2,161420071,montrealCryptoLocker
12RJHRoBdV4M8rALFJ1S4hm2Etg9YsPPhw,2013,360,0,0.5,1,0,2,42990000,montrealCryptoLocker
1DUvrP4u7NXDSuPW5y4cLe6QNCJuYUbH1Y,2013,266,2,0.75,2,0,4,480310482,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2012,194,30,0.000488281,1,0,2,280256277,montrealCryptoLocker
1Fez2DwG5vudNJXXFtwBF23wQE9tVepCt,2013,262,2,0.25,1,0,2,299900000,montrealCryptoLocker
1HaQTW2wyAuMRP5Ukq79mBCbCZjBbC9ZsL,2013,245,2,0.5,1,0,2,333900000,montrealCryptoLocker
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2012,322,0,1.5,2,0,3,5000000000,montrealCryptoLocker
1Km4QwBnppCULZeUSmaJMV3qVi7sQmCtKf,2013,335,142,9.594903882,3755,16,14,968500000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2013,27,0,0.111111111,1,0,2,969748683,montrealCryptoLocker
1PTizVYLYCJKZmoSVDjua3KdSR62Jfztih,2013,250,138,0.606397332,244,0,4,109000000,montrealCryptoLocker
1KcRwgogiMLWT39P48jin1XAvHwMZxizxm,2013,323,4,1,1,0,1,99990000,montrealCryptoLocker
19x162B3eTSxj7kHWUR1VZqY1D7jEEFLLE,2013,356,16,0.0625,1,0,1,60000000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2013,315,10,0.005208333,1,0,2,74026998,montrealCryptoLocker
18xwSJuSnYFELVJh3vEtm6UQ5c57Jow9r4,2013,342,16,0.203125,4,0,1,30000000,montrealCryptoLocker
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2014,85,0,1,1,0,1,206190000,montrealCryptoLocker
12uJMP8UJhvce1phiJQRaphp9D3LgeU9ko,2013,328,2,0.5,1,0,1,50000000,montrealCryptoLocker
19sQ9Knm4qqg4DzHby9MQUAuFvJxq4aXrr,2013,316,2,0.5,1,0,2,576600000,montrealCryptoLocker
1Km4QwBnppCULZeUSmaJMV3qVi7sQmCtKf,2013,318,2,0.5,1,0,2,116950000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2013,13,0,0.142857143,1,0,1,994143405,montrealCryptoLocker
1KELkBbKgWS7ovVF2GWP1PS7xdP83c6QGe,2013,268,4,1,1,0,2,30845000,montrealCryptoLocker
135N2nfAkextd6E25quXpM98qLSi2BccCb,2013,330,0,0.5,1,0,1,10255645242,montrealCryptoLocker
1D7d1UJh5ZKvaQr1VJ4r5qkJVUyc6wCuFm,2013,291,0,2,2,0,4,642275907,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2012,109,4,0.75,2,0,3,410879850,montrealCryptoLocker
1CVWpTNwNYGdKgZRohiiVFrnFNbw8anG9,2013,133,12,0.015625,1,0,2,419000000,montrealCryptoLocker
1NGxKC8QSC9HT7oSmae6e24HDpt3VrWrbW,2013,268,0,1,1,0,2,50000000,montrealCryptoLocker
1Bh3H1GYCrT7rYDqekkEk8BB4ofmJnaZ4h,2013,182,0,0.5,1,0,2,1485000000,montrealCryptoLocker
1BCRuRA9mgVuhSkLBgvVrgSP6MZ3ri9Xrt,2013,275,0,0.5,1,0,2,1910376071,montrealCryptoLocker
1Ka3fGxC3yYzgwPU7nYkma5LeSAAwMywDn,2013,314,0,1,1,0,2,6799900000,montrealCryptoLocker
1H9Z3yQv8j2cKAjp6BzWb3NbTgApGkGUuV,2013,278,0,0.047619048,1,0,2,101635244,montrealCryptoLocker
1KELkBbKgWS7ovVF2GWP1PS7xdP83c6QGe,2013,254,4,0.5,1,0,2,39800000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2012,183,12,0.0625,1,0,1,38890000,montrealCryptoLocker
14DfHvT7UcgXcUCzsTsupDgp11ou5DW9hs,2013,311,144,1.231075197,2082,2,5,392850000,montrealCryptoLocker
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2013,317,2,1,1,0,1,1701210000,montrealCryptoLocker
1Ps1b8YDySmKtQYuCoBnBZ9pp5mEhRmpag,2013,323,18,0.001953125,1,0,2,99990000,montrealCryptoLocker
175zcLEeoKbKMs3hP1UR9NzRHrC4p916NU,2014,62,144,0.1281232,3112,0,1,1000000000,montrealCryptoLocker
1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc,2013,305,4,6,7,0,10,6335664461,montrealCryptoLocker
1AnbhSaGTS7Y8knu4AAZn1Uj1ZcdoCh6w9,2013,195,0,0.5,1,0,2,117000000,montrealCryptoLocker
1FrSF471ryvBj9a83QhTuUs2jeBNBgin6r,2013,322,144,0.105983153,2743,0,1,150000000,montrealCryptoLocker
19mdwoaUWMozeDjkmQ8pwUMWhRDfUjxEfk,2013,353,0,1,1,0,1,30000000,montrealCryptoLocker
1exxK4HHSAJ7UwSCgv6BMQFC6cQ8GtynZ,2013,89,2,0.5,1,0,2,112880000,montrealCryptoLocker
19sUyWxGtg3wyGVKwLGqhJVWTXBLwzzdMA,2014,25,144,0.037285033,972,0,1,39900000,montrealCryptoLocker
15uZaiwtBmh3Ng4xyRiVQbiu3xB97FBjA3,2013,319,0,1,1,0,1,48000000,montrealCryptoLocker
1GvTXqgXok1j8QPg6CaaEvLmPvGw2LeBLo,2013,322,0,0.5,1,0,2,2000000000,montrealCryptoLocker
1881vy1hkSho3LgzzYF17zSaktHXc4DZrB,2012,285,28,0.00390625,1,0,2,1000000000,montrealCryptoLocker
1FdZL34D4EZYV8RCHywckJM4RX4uLF5ATH,2013,20,2,0.5,1,0,2,33498974,montrealCryptoLocker
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2013,184,4,0.5,1,0,2,131990000,montrealCryptoLocker
15TUWbycJsvw5MGfApS6Ux4tAgL3ag2aNj,2013,323,144,0.159285605,5842,5594,2,138600000,montrealCryptoLocker
19Sf4YEbrGowvvHDKCW3u2e8B7SP2UPzZ7,2013,316,8,0.103472222,2,0,4,66896783,montrealCryptoLocker
17uKQvPzWeFyzoufuJzfxSVUm3yvo2ddTD,2013,328,0,1.333333333,2,0,3,541736221,montrealCryptoLocker
1D7d1UJh5ZKvaQr1VJ4r5qkJVUyc6wCuFm,2013,305,26,2.010811942,18,0,6,293714402,montrealCryptoLocker
169QogJY5nsW83GoMBwBmMbPNo6sjjYnrK,2013,266,8,0.5125,2,0,4,118639437,montrealCryptoLocker
1PTizVYLYCJKZmoSVDjua3KdSR62Jfztih,2014,137,32,0.5,1,0,1,56341831,montrealCryptoLocker
1LEq4WmpCrqBd7V3PywE2nvFUFC3QTe52x,2013,168,0,1,1,0,2,32600000,montrealCryptoLocker
16xquDxsVreJoX8du9wXdREuGfXvYqRydS,2013,294,138,0.506339272,2551,0,2,500000000,montrealCryptoLocker
1AUJmVVJhC5KHSjdToTs4EQ2DM7fExB7Nv,2013,308,144,11.89540021,2004,2003,33,18576490000,montrealCryptoLocker
1HbhDFq5NxaWaxC7Z9785D5qB2MjFa1QAH,2012,182,0,2,2,0,4,3000000000,montrealCryptoLocker
1Km4QwBnppCULZeUSmaJMV3qVi7sQmCtKf,2013,193,144,0.736939701,2425,2424,6,413000000,montrealCryptoLocker
1NEDowT7w4kMFhwv2EARsvj98UPTM88n8E,2013,356,0,1,1,0,1,255000000,montrealCryptoLocker
1QLGBeU4Au4VEtA6DJhD2SE92dFU6fCWoM,2013,325,16,0.25,1,0,1,100000000,montrealCryptoLocker
17Kq8xQ82gi1ZcribRKYkA1wbJBauX72AW,2013,334,0,1,1,0,1,40000000,montrealCryptoLocker
1MNiQgnFdhTKe4a5A3cmqTd42bRX2H2TZV,2013,298,0,1,1,0,2,499900000,montrealCryptoLocker
16cer89eVsr9XWqGHdu8fC7hV6gyovrjSh,2013,307,144,3.540144695,624,602,6,2033500000,montrealCryptoLocker
1G4Eg3WiP5x1oHe2mZYT3MD1yaDg2DQW3A,2013,332,0,1,1,0,1,100000000,montrealCryptoLocker
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2012,234,2,0.5,1,0,2,33588000,montrealCryptoLocker
1MNssk3jCASsnkTdDmeVu6CirFiULv9wB,2013,309,4,0.5,1,0,1,35600000,montrealCryptoLocker
1FC5A7WZgpTipqW2CMoBnqzveT5vLjeXz6,2013,295,14,1.706300583,24,0,2,287949970,montrealCryptoLocker
1A291eyoBBKXK1mEBPNAzfVZXkdoCs8RJ6,2013,329,4,0.25,1,0,1,50000000,montrealCryptoLocker
1usGpUjqewgBmkTJLaMGy47W24Xe2o6gb,2013,298,144,0.094207184,1754,942,2,43430000,montrealCryptoLocker
1YKrVcMxzB4VtSFLuCdHLsMW6DyxT9ovC,2013,277,16,0.428854015,13,7,36,632258738,montrealCryptoLocker
1BCRuRA9mgVuhSkLBgvVrgSP6MZ3ri9Xrt,2012,341,0,0.5,1,0,2,100000000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2013,113,22,0.0625,1,0,2,89858354,montrealCryptoLocker
1LEq4WmpCrqBd7V3PywE2nvFUFC3QTe52x,2013,164,2,1,2,0,4,414000000,montrealCryptoLocker
1DSLT5Gi4VCEV6b28gNjTi28B7wVtKnqQu,2013,312,2,1.5,2,0,4,167990000,montrealCryptoLocker
1PfpSmx1qg2tbREp1grWbSh8z1UojzT87p,2013,99,0,1.5,2,0,4,157300000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2012,107,0,0.5,1,0,2,577206432,montrealCryptoLocker
1Fez2DwG5vudNJXXFtwBF23wQE9tVepCt,2013,292,16,0.03125,1,0,2,199980000,montrealCryptoLocker
16i7w5G2aoq8zqLDR3VJnawZ8VmYFZjVsd,2013,222,24,0.758789063,7,0,4,219600000,montrealCryptoLocker
1EjJtEzwKwZwqziT3BdLbVYEgCoj1Cc47C,2013,255,4,0.375,1,1,4,800332000,montrealCryptoLocker
18gpjsP887vxbGBQF3o9dUjyiUKEYY3znS,2013,352,0,0.5,1,0,2,1900000000,montrealCryptoLocker
1PfpSmx1qg2tbREp1grWbSh8z1UojzT87p,2013,147,2,0.166666667,1,0,1,36700000,montrealCryptoLocker
1PfpSmx1qg2tbREp1grWbSh8z1UojzT87p,2013,114,10,0.68828125,9,9,4,768000000,montrealCryptoLocker
1881vy1hkSho3LgzzYF17zSaktHXc4DZrB,2011,327,0,1,1,0,2,788000000,montrealCryptoLocker
1uH55DnatPBnRYzCdz9H1KsJmYwz4VZjh,2013,318,20,2.79296875,14,0,2,229947426,montrealCryptoLocker
1LEq4WmpCrqBd7V3PywE2nvFUFC3QTe52x,2013,316,144,1.317664532,1937,1,4,8078204000,montrealCryptoLocker
1CfEpQbhqBQoX4SQpyK6URhdBqVTimrBmC,2013,240,0,0.035714286,1,0,2,100000000,montrealCryptoLocker
1LfYAc2yVQ5E7VA2EbvS2BtVKXmeang2xD,2013,319,16,3.180555556,7,0,4,1303877769,montrealCryptoLocker
1AUJmVVJhC5KHSjdToTs4EQ2DM7fExB7Nv,2013,321,100,1.19791125,19,2,9,4751640000,montrealCryptoLocker
1HNn6ZgbcxqtE5RBLgv2ED6PVaNy19qMyG,2013,276,10,0.03125,2,0,2,63101303,montrealCryptoLocker
199aKfZUiNXFuk3TADJB2JpWVNXKReL3yw,2011,254,60,4.89E-07,39,0,2,307000000,montrealCryptoLocker
1AcmReaAfx6bANeVhpdnrG96NKfya9pdUn,2013,295,144,0.318615482,2113,0,2,2600000000,montrealCryptoLocker
1Bauh8VSvJjxZE65xeh7PZ5XG6kP9qiMVt,2013,293,6,0.013888889,1,0,2,40413350,montrealCryptoLocker
1Kiz4RuarJW15dVJui59cZu1HxWg3AaFeB,2013,308,144,0.111791021,1659,0,1,199990000,montrealCryptoLocker
19724HtDQEGS3J4L1wGZRo5KgKoY5zBxCB,2013,316,0,1,1,0,2,100000000,montrealCryptoLocker
18SaxWfBP2oLqdZygaNa6eQfHgtKkX3YNo,2013,257,0,0.5,1,0,1,45558219,montrealCryptoLocker
13QyWMBvpWcQdMeufuN4L1cmdbeviphSBX,2013,365,0,0.5,1,0,2,100000000,montrealCryptoLocker
1AUW5cTP3BaAWnm9VnMywuEYkBMREt5Bxz,2014,43,0,1,1,0,1,45000000,montrealCryptoLocker
1GsvhtX1r6UA2KGBr3ARcK9XoWYjr7vSMZ,2013,311,144,1.135633774,1768,0,2,499000000,montrealCryptoLocker
1M1uQCAPcFmZ4ZY2uAnjNxyJP7T9uy2iK8,2013,310,0,0.5,1,0,2,600000000,montrealCryptoLocker
1M7PVK12MjYL8ZMQ9XBfRX4mQRC56KLs9X,2013,91,2,2.125,5,0,9,6628719445,montrealCryptoLocker
1JQCsmr9ZF7Pg9zUxbjVzjN4zHdp675HJF,2013,294,144,1.055777951,1582,53,2,35000000,montrealCryptoLocker
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2013,319,2,1,1,0,1,2242920000,montrealCryptoLocker
1Eh5VSsJNAAzKCAksAF4f4aLSxskcBL6bP,2013,309,0,1,1,0,2,40137703,montrealCryptoLocker
1JDFDwJSrL3wkC2TXX43Lm6kg3nnC36CY9,2014,5,0,1,1,0,1,195136830,montrealCryptoLocker
1CSTQUzgUiyqhtMajGPC2SkJU3LDQM8EZ4,2013,323,0,0.5,1,0,1,100000000,montrealCryptoLocker
1EueRvvAoT2q8CSxehVKk7XjnbWcCgjwbp,2014,38,2,0.05,1,0,2,500000000,montrealCryptoLocker
13zzhoMhZbiFKKWLyMJK7y1ya2VkERhj6Q,2013,330,14,0.501,2,0,3,151000000,montrealCryptoLocker
15t5J9NiqdrzT2uSK9Fsu4f7V55SvMucqs,2013,309,144,0.376191397,537,0,2,346000000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2012,179,14,0.295248155,15,0,2,900612628,montrealCryptoLocker
1ApvKPAvDbLn7k1t8VtByQVK2BeM37sqeK,2013,329,0,0.03125,1,0,1,30000000,montrealCryptoLocker
1LAdCnNLUDMM4sixvhCbEaPaS6DjB4w3r7,2013,230,28,0.031253014,2,0,2,30000000,montrealCryptoLocker
1PfpSmx1qg2tbREp1grWbSh8z1UojzT87p,2013,210,2,0.166666667,2,0,2,229700000,montrealCryptoLocker
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2013,101,2,1,1,0,1,15834350000,montrealCryptoLocker
18t9KT5ntV7UfNUtJjDHJT8AxvDbZAtN6E,2013,332,80,0.114964803,14,0,2,399990000,montrealCryptoLocker
17HGAotD52yUvxw9fUCkJeGncLVUpFMYeM,2013,192,22,1.5065,7,0,4,2871000000,montrealCryptoLocker
1EgTjcEd4roSnZzeNJQ4E5sKNTCpRiKfzE,2013,240,10,0.03125,1,0,2,50000000,montrealCryptoLocker
1Q8pu9noF2D9tNsaXAKz1MkzbniNFWrzzm,2013,340,6,0.027777778,1,0,1,220000000,montrealCryptoLocker
1PTizVYLYCJKZmoSVDjua3KdSR62Jfztih,2013,243,0,0.5,1,0,2,130000000,montrealCryptoLocker
19ymQpDbMXZRiMDmCXmvccb5pWT14yFKq5,2013,316,142,0.290120626,96,96,4,286900000,montrealCryptoLocker
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2013,311,6,0.75,2,0,1,1354700000,montrealCryptoLocker
1LEq4WmpCrqBd7V3PywE2nvFUFC3QTe52x,2013,301,144,10.14578169,1885,6,12,18004000000,montrealCryptoLocker
1BB8QcbsvQWDkdcv7Z1r4ggjWupieu1ZKf,2013,308,0,1,1,0,2,303000000,montrealCryptoLocker
135N2nfAkextd6E25quXpM98qLSi2BccCb,2013,241,0,1.5,3,0,3,12457206801,montrealCryptoLocker
1Ls393saK1N8xkGxrQrkesD1i81damVQsm,2013,319,6,0.140625,2,0,1,1197950000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2013,318,2,0.5,1,0,2,71790949,montrealCryptoLocker
1ApvKPAvDbLn7k1t8VtByQVK2BeM37sqeK,2013,316,0,0.045454545,1,0,2,40000000,montrealCryptoLocker
1Bi7682vaCgYpxBUyLimBDm2dxd3eGHnMV,2013,356,8,0.70625,5,0,1,60000000,montrealCryptoLocker
13KQtQ4Y2TCikKW5yVjuFWnzUetUG976FM,2013,314,10,3.784513367,22,0,8,4087300000,montrealCryptoLocker
1JiKPygfZ3JNEBksJx78dLnrqUL75d8wP6,2013,332,10,6.20E-05,1,0,1,94673694,montrealCryptoLocker
1GwRMGzPdKmaLmwB2Gy8mm6YFAMvjrDnBs,2013,289,4,0.375,2,0,1,200000000,montrealCryptoLocker
12jFgyZnbrnsCDx4pDMjaQUx5P16ZBy11k,2013,301,8,3.916666667,7,0,3,1500000000,montrealCryptoLocker
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2014,9,4,1,1,0,1,68300000,montrealCryptoLocker
14gN4T1FMD9HRgirLwwcEsnKN4KzdKmPnL,2013,326,0,1,1,0,2,100000000,montrealCryptoLocker
1NGtvWJUuFEq2wma5YEi9n3TD7EDUj1LjU,2012,302,2,0.053571429,18,0,2,68419941,montrealCryptoLocker
13xxTRNsAutKoN5YpxDeTDsGSSjfRPxqZ1,2013,307,0,1,1,0,1,990000000,montrealCryptoLocker
19ymQpDbMXZRiMDmCXmvccb5pWT14yFKq5,2013,330,2,3,3,0,4,318850000,montrealCryptoLocker
1NGtvWJUuFEq2wma5YEi9n3TD7EDUj1LjU,2013,30,4,0.00625,1,0,2,37998629,montrealCryptoLocker
12wQZTDmA8onM3sEt4jwcvzDxnNXxD8Vza,2012,216,2,0.013771186,40,0,1,100000000,montrealCryptoLocker
1rapkNGpfKB51CyXjGTVFJGG9M4Vxj85q,2013,321,0,1,1,0,1,57000000,montrealCryptoLocker
13KQtQ4Y2TCikKW5yVjuFWnzUetUG976FM,2013,224,0,0.5,1,0,2,2145000000,montrealCryptoLocker
1LXrSb67EaH1LGc6d6kWHq8rgv4ZBQAcpU,2013,356,2,1,1,0,1,452360000,montrealCryptoLocker
1NGtvWJUuFEq2wma5YEi9n3TD7EDUj1LjU,2013,10,2,0.208333333,5,0,2,50535919,montrealCryptoLocker
19bUvj21VUQNVZPNM5YJtEMK7AXWYoMsir,2013,289,0,0.5,1,0,2,59662189,montrealCryptoLocker
1CfEpQbhqBQoX4SQpyK6URhdBqVTimrBmC,2013,261,0,0.027777778,1,0,2,100000000,montrealCryptoLocker
1NF4hDwiQf562SaTNsRA24yF8aRtgRepPD,2013,349,0,1,1,0,2,600000000,montrealCryptoLocker
16cVG72goMe4sNqZhnpmnqfCMZ1uSFbUit,2013,14,14,0.03125,1,0,2,50000000,montrealCryptoLocker
15Hsog6cd4RDnsSWFaWbNpCT2pDP9ASaLA,2013,323,6,0.0625,1,0,2,72498500,montrealCryptoLocker
139952yHa9osf7CFPeDLjSm4t7DECdwkDe,2013,330,12,0.0625,1,0,1,49990000,montrealCryptoLocker
1H4scXfteoH3zXfpeG292w89sqAtNRGcKV,2013,308,22,0.010418927,16,0,2,211248800,montrealCryptoLocker
1FidRWrCh3jNKUaBSKDf2mQghLXvVRfe9,2013,315,0,2,2,0,4,103722527,montrealCryptoLocker
1PfpSmx1qg2tbREp1grWbSh8z1UojzT87p,2014,4,0,1,1,0,1,150000000,montrealCryptoLocker
13jLg1hqdRWZxpTUBMtwEbGDLCNWfVnU9S,2013,354,0,1,1,0,1,60000000,montrealCryptoLocker
1EueRvvAoT2q8CSxehVKk7XjnbWcCgjwbp,2013,353,144,27.01099933,3194,3194,69,2990500000,montrealCryptoLocker
1CsydjPTsDegvmyszvk7FKwzPXpkHD1Dy4,2014,49,0,1,1,0,2,46195072,montrealCryptoLocker
12YursV58dRT2c9iuZg3jEWfwgTDamBcnd,2013,316,2,4.5,6,1,14,3881000000,montrealCryptoLocker
1HFLn7JP7FZrufvNKkQPEfAWGjKUdFZEmy,2014,180,2,0.342342342,2,0,2,75286100,montrealCryptoLocker
1N4M79ywhPLpvwjNsv4wJtDFr1CsoaSSvL,2013,351,144,0.009911912,798,0,1,50000000,montrealCryptoLocker
1BHS9z3ny49rXDdJ6bau1stne6yLKE1Rgj,2014,4,0,1,1,0,1,31588487,montrealCryptoLocker
1PyV8nER63MzvDai5xGurUBwJsei64GHNj,2013,304,2,0.5,1,0,2,200000000,montrealCryptoLocker
135HGvzVR5Ui4PtN7eH9HEYxtCFaawX2sG,2013,322,6,1,2,0,4,280500000,montrealCryptoLocker
1HFLn7JP7FZrufvNKkQPEfAWGjKUdFZEmy,2013,219,144,0.802288768,604,7,2,600000000,montrealCryptoLocker
1N16QAcAAKq8SQTyeuoEPgXFNJWmpXZXmB,2013,300,0,1.5,2,0,4,179276604,montrealCryptoLocker
1AUJmVVJhC5KHSjdToTs4EQ2DM7fExB7Nv,2013,357,58,0.013888896,2,0,2,1858000000,montrealCryptoLocker
1BJMupWPX61HjFTBmkXpQfXgfMoPp8x8SV,2013,276,102,1.128768095,486,1,4,1169831028,montrealCryptoLocker
1MzDZy9dFkp5Lzkbir7nXK1GcpZbx9pPUj,2013,352,144,0.000117918,661,0,2,103850000,montrealCryptoLocker
175TxUd9dycFpYBEodNwMvxkiCE62NFuUt,2013,202,0,0.043478261,1,0,2,50000000,montrealCryptoLocker
1HFLn7JP7FZrufvNKkQPEfAWGjKUdFZEmy,2013,227,2,1,1,0,1,202949853,montrealCryptoLocker
1AUJmVVJhC5KHSjdToTs4EQ2DM7fExB7Nv,2013,293,42,1.87793941,138,0,6,1277100000,montrealCryptoLocker
1EH7JWaGEnqjeVK1KjWPdDBzmH8TS2F2Hr,2012,166,8,0.03125,1,0,2,46430327,montrealCryptoLocker
1PibZNRhcXkULZEBH48PRbe2Z8gpytickB,2013,312,60,3.73E-09,1,0,2,48000000,montrealCryptoLocker
15mmy2DoTJf2FHVw9YrfRWyhwo76J9MobT,2013,301,28,1.00008138,11,0,4,93100000,montrealCryptoLocker
1HcpEMEkKN6GnTbtQBztZYUoD6qp934H7v,2014,16,0,1,1,0,1,60000000,montrealCryptoLocker
1PuLiFmAKhDVwkTggqzVGKMPGqXeoQFMzc,2013,307,0,1,1,0,2,65700000,montrealCryptoLocker
1MzDZy9dFkp5Lzkbir7nXK1GcpZbx9pPUj,2013,226,144,1.391819953,2023,0,2,1000000000,montrealCryptoLocker
